Name: HOY TV, URL: http://ali.hlspull.yximgs.com/live/awei_hoy77.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 340 ms, Speed: 0.48 M/s, Resolution: 1920x1080
Name: 翡翠台, URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 0.1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 0.1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: https://stream1.freetv.fun/ba009d94229ed40a5d9289178463fba7aa31fb0622f8ab2d66c01147828743ab.m3u8, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 0.1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: https://stream1.freetv.fun/fei-cui-9.m3u8, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 0.1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: https://stream1.freetv.fun/fei-cui-2.ctv, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 0.1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: http://cdn5.1678520.xyz/live/?id=fct, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 0.1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 0.1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40, IPv_Type: ipv4, Location: 美国, ISP: CloudFlare节点, Date: None, Delay: 16 ms, Speed: 19.20 M/s, Resolution: 1920x1080
Name: 翡翠台, URL: http://ali.hlspull.yximgs.com/live/awei_jade.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 344 ms, Speed: 0.49 M/s, Resolution: 1920x1080
Name: 翡翠台, URL: http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2SPO52&tk=dkLy6avTBeAW, IPv_Type: ipv4, Location: 捷克, ISP: , Date: None, Delay: 130 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: TVB PLUS, URL: http://ali.hlspull.yximgs.com/live/awei_j2.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1381 ms, Speed: 0.59 M/s, Resolution: 1280x720
Name: 中天新闻, URL: http://ali.hlspull.yximgs.com/live/167_ztxw.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1713 ms, Speed: 0.68 M/s, Resolution: 1920x1080
Name: 中天新闻, URL: http://222.128.55.152:9080/live/fc.m3u8, IPv_Type: ipv4, Location: 中国-北京-北京, ISP: 联通, Date: None, Delay: 10088 ms, Speed: 0.54 M/s, Resolution: 1920x1080
Name: 中天新闻+, URL: http://ali.hlspull.yximgs.com/live/167ztxw2.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 749 ms, Speed: 0.30 M/s, Resolution: 1920x1080
Name: 寰宇新闻, URL: https://ali.hlspull.yximgs.com/live/167_hyxw.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 210 ms, Speed: 0.46 M/s, Resolution: 1920x1080
Name: 民视第一, URL: http://ali.hlspull.yximgs.com/live/awei_msdy.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1655 ms, Speed: 0.28 M/s, Resolution: 1280x720
Name: 民视闽南, URL: http://ali.hlspull.yximgs.com/live/awei_mstw.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1962 ms, Speed: 0.21 M/s, Resolution: 1280x720
Name: 东森综合, URL: https://smart.pendy.dpdns.org/Smart.php?id=ettvzhonghe, IPv_Type: ipv6, Location: 美国, ISP: CloudFlare Inc., Date: None, Delay: 0.1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 东森综合, URL: https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40, IPv_Type: ipv4, Location: 美国, ISP: CloudFlare节点, Date: None, Delay: 15 ms, Speed: 21.12 M/s, Resolution: 1920x1080
Name: 东森综合, URL: https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40, IPv_Type: ipv4, Location: 美国, ISP: CloudFlare节点, Date: None, Delay: 17 ms, Speed: 18.35 M/s, Resolution: 1920x1080
Name: 东森综合, URL: http://ali.hlspull.yximgs.com/live/awei_dszh.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 2428 ms, Speed: 0.25 M/s, Resolution: 1920x1080
Name: 东森综合, URL: http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ejDYeD&tk=dkLy6avTBeAW, IPv_Type: ipv4, Location: 捷克, ISP: , Date: None, Delay: 140 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: 中天亚洲, URL: http://ali.hlspull.yximgs.com/live/awei_ztyz.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1743 ms, Speed: 0.23 M/s, Resolution: 1280x720
Name: 中天综合, URL: http://ali.hlspull.yximgs.com/live/awei_ztzh.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1730 ms, Speed: 0.26 M/s, Resolution: 1920x1080
Name: 中天娱乐, URL: http://ali.hlspull.yximgs.com/live/167ztyl.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1437 ms, Speed: 0.28 M/s, Resolution: 1920x1080
Name: 八大第一, URL: http://ali.hlspull.yximgs.com/live/awei_bddy.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 5206 ms, Speed: 0.18 M/s, Resolution: 1920x1080
Name: 八大综合, URL: http://ali.hlspull.yximgs.com/live/awei_bdzh.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1571 ms, Speed: 0.25 M/s, Resolution: None
Name: ELta娱乐, URL: http://ali.hlspull.yximgs.com/live/awei_aedyl.flv, IPv_Type: ipv4, Location: 美国-科罗拉多州-布鲁姆菲尔德, ISP: Level3, Date: None, Delay: 1416 ms, Speed: 0.27 M/s, Resolution: 1280x720
