🕘️更新时间,#genre#
女性时尚,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1DEaZ2&tk=Z4i5pYxfyaCW
女性时尚,http://dassby.qqff.top:99/live/女性时尚/index.m3u8
女性时尚,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kwjGrs&tk=Z4i5pYxfyaCW
高尔夫网球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XbJxYy&tk=Z4i5pYxfyaCW
高尔夫网球,rtsp://115.153.245.70/PLTV/88888888/224/3221226967/86128985.smil
高尔夫网球,rtsp://115.153.247.80/PLTV/88888888/224/3221226967/86128985.smil
高尔夫网球,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226967/86128985.smil
风云足球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iDeI7i&tk=Z4i5pYxfyaCW
风云足球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7XSOf3&tk=Z4i5pYxfyaCW
电视指南,rtsp://115.153.245.70/PLTV/88888888/224/3221226969/86129034.smil
电视指南,rtsp://115.153.247.80/PLTV/88888888/224/3221226969/86129034.smil
电视指南,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226969/86129034.smil
世界地理,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CoLMHq&tk=Z4i5pYxfyaCW
兵器科技,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mmhG8q&tk=Z4i5pYxfyaCW
兵器科技,rtsp://115.153.245.70/PLTV/88888888/224/3221227004/86132185.smil
兵器科技,rtsp://115.153.247.80/PLTV/88888888/224/3221227004/86132185.smil
兵器科技,rtsp://115.153.222.112:554/PLTV/88888888/224/3221227004/86132185.smil
兵器科技,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cKJz53&tk=Z4i5pYxfyaCW

📡卫视频道,#genre#
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nXXHZZ&tk=Z4i5pYxfyaCW
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#mitv://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a
浙江卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2CjHba&tk=Z4i5pYxfyaCW
湖南卫视,http://119.32.12.17:2901/udp/224.1.100.98:11111
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=TQv5bL&tk=Z4i5pYxfyaCW
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PTQgD3&tk=Z4i5pYxfyaCW
湖北卫视,http://119.32.12.17:2901/udp/224.1.100.68:11111
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
湖北卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uiNa4a&tk=Z4i5pYxfyaCW
黑龙江卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MXwrOJ&tk=Z4i5pYxfyaCW
安徽卫视,http://121.17.146.34:50003/hls/46/index.m3u8
安徽卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Cl5Dmq&tk=Z4i5pYxfyaCW
重庆卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2CB06y&tk=Z4i5pYxfyaCW
重庆卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DaZ9f6&tk=Z4i5pYxfyaCW
东方卫视,http://1b6467f415.iok.la:9931/tsfile/live/1061_1.m3u8
东方卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8T06Nk&tk=Z4i5pYxfyaCW
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://119.32.12.17:2901/udp/224.1.100.56:11111
东南卫视,http://121.17.146.34:50003/hls/53/index.m3u8
东南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1YSlzO&tk=Z4i5pYxfyaCW
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
广西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eMu4Qp&tk=Z4i5pYxfyaCW
贵州卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=51stXB&tk=Z4i5pYxfyaCW
海南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KGmL0g&tk=Z4i5pYxfyaCW
河北卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DMFAdS&tk=Z4i5pYxfyaCW
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://119.32.12.17:2901/udp/224.1.100.74:11111
河南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wiLecc&tk=Z4i5pYxfyaCW
河南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OgDa4K&tk=Z4i5pYxfyaCW
河南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dyfXdr&tk=Z4i5pYxfyaCW
河南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=huDdku&tk=Z4i5pYxfyaCW
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VgTn4l&tk=Z4i5pYxfyaCW
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1TCvP0&tk=Z4i5pYxfyaCW
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NHLrqO&tk=Z4i5pYxfyaCW
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MiyJ4V&tk=Z4i5pYxfyaCW
江西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Zoqsfa&tk=Z4i5pYxfyaCW
辽宁卫视,http://39.164.180.36:19901/tsfile/live/0121_1.m3u8
辽宁卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vdgenP&tk=Z4i5pYxfyaCW
内蒙古卫视,https://hyf000.eu.org/80947108/NMGWS
内蒙古卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7f3HVe&tk=Z4i5pYxfyaCW
宁夏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bjO4ex&tk=Z4i5pYxfyaCW
青海卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5dSQpW&tk=Z4i5pYxfyaCW
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AQsyVO&tk=Z4i5pYxfyaCW
山西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EvLyqQ&tk=Z4i5pYxfyaCW
四川卫视,http://119.32.12.17:2901/udp/224.1.100.72:11111
四川卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sC1yfH&tk=Z4i5pYxfyaCW
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ttsunm&tk=Z4i5pYxfyaCW
天津卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0mo9mx&tk=Z4i5pYxfyaCW
西藏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Dl4F5u&tk=Z4i5pYxfyaCW
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lNTkhx&tk=Z4i5pYxfyaCW
云南卫视,http://fn.tmde.top:35455/nptv/yunnan.m3u8

☘️广东频道,#genre#
广东珠江,http://live.xmcdn.com/live/252/64.m3u8
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UEGUrr&tk=Z4i5pYxfyaCW
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=djYtIe&tk=Z4i5pYxfyaCW
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jWaimE&tk=Z4i5pYxfyaCW
广东新闻,https://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv
广州综合,http://119.32.12.17:2901/udp/224.1.100.36:11111

☘️浙江频道,#genre#
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
杭州综合,http://live.xmcdn.com/live/1845/64.m3u8
浙江经济,http://ali-m-l.cztv.com/channels/lantian/channel03/720p.m3u8
嘉兴新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
嘉兴新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
嘉兴公共,http://play-sh13.quklive.com/live/1675149601192103.m3u8?auth_key=2028730429-9ab7f7f0267946e880ec46ce3d57ec9e-0-eb04d7f7e549054293604b04150cefa1
嘉兴文化影视,http://play-sh13.quklive.com/live/1675149625220101.m3u8?auth_key=2028730374-3a60eb8e324f416aa3b26dda7679d920-0-22dc7efa8452d0b0665c15eeed83609d
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865&amp;amp;fbl=
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865&amp;fbl=
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865&amp;amp;amp;fbl=
湖州新闻综合,https://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887&amp;fbl=
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887&amp;amp;fbl=
湖州文化娱乐,https://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
舟山新闻综合,http://play-sh13.quklive.com/live/1699001836208185.m3u8?auth_key=2027429324-c77bb6a7063c4cdea57f09ca22f9ef12-0-39c19a21f73b823db2150ea45b147eb2
舟山公共,http://play-sh13.quklive.com/live/1699002430299200.m3u8?auth_key=2027429366-f4515e585a0347f780a01c73ae293945-0-b3699e931cf04290680745e989c63d86
绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8$山东酒店源-cache:http://47.104.102.192/ZHGXTV/Public/json/live_interface.txt
湖州公共民生,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
海盐新闻,http://lived.dmqhyadmin.com/ds/sd/live.m3u8?zzhed
海宁新闻综合,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8?zbid=293304&amp;tpid=1708007815
海宁新闻综合,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8?zbid=293304&tpid=1708007815
海宁新闻综合,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
海宁新闻综合,http://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8

☘️北京频道,#genre#
北京卡酷少儿,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?time=1750032011&sign=1ab4749a87ca1fd70c8ff7e46808f598
北京卡酷少儿,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?time=1750100412&sign=bae50de808932ce5bf7b6e27beb41e9d
北京新闻,https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8
北京新闻,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?time=1750032011&sign=1cc3b0ace90c609e7b9dab928382da1b
北京生活,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?time=1750100411&sign=d4adfb7c8b941ede19f89498676e842e
北京生活,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv7_1/index.m3u8?adapt=0&BR=audio
北京科教,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=btv3&P2PChannelID=pd://cctv_p2p_hdbtv3
北京财经,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?time=1750100411&sign=d63a85259de66b1b305ce1ff55e46a58
北京青年,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8

☘️上海频道,#genre#
上海第一财经,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
新闻综合,http://p2.vzan.com/slowlive/596867413819827251/live.m3u8
第一财经,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
第一财经,http://a1live.livecdn.yicai.com/live/radio_tv.m3u8

☘️重庆频道,#genre#
垫江综合,rtmp://play-sh.quklive.com/live/1672366847646284
万州综合,http://live.xmcdn.com/live/1678/64.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd
重庆新闻,https://satellitepull.cnr.cn/live/wxcqxwgb/playlist.m3u8

☘️江苏频道,#genre#
六合新闻综合,http://p2hs.vzan.com/720020/432453820030502236/live.m3u8
南京少儿,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xbHNcu&tk=Z4i5pYxfyaCW
南京教科,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FUvub5&tk=Z4i5pYxfyaCW
南京生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gBCVcp&tk=Z4i5pYxfyaCW
南通都市生活,https://cm-live.ntjoy.com/live/4f3.m3u8
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
句容党建,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=047kd7&tk=Z4i5pYxfyaCW
句容影院,http://jrlive.jrntv.com/live/_definst_/yingshis/chunklist_w1994429382.m3u8?zjiangsd
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
句容生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=irUDkQ&tk=Z4i5pYxfyaCW
宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
